Date,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Value,log_price,dif_log_price,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,dw1,dw2,dw3,dw4,dw5,dw6,dw7,dw8,dw9,dw10,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,dprice
2018/1/13,178,243,222,179,446,262,114,477,193,266,13912.8820 ,9.540570453,0.04529222,0.012793898,0.017465828,0.015956435,0.012865774,0.032056622,0.018831469,0.008193845,0.034284773,0.013872036,0.019118972,0.005348495,0.01144934,0.005728406,0.007902172,0.023407921,0.011461271,0.004659158,0.026538545,0.006351426,0.013628927,79,163,86,113,331,164,67,374,93,193,616.0880 
2018/1/14,146,100,88,67,114,92,69,159,90,101,14499.7733 ,9.581888296,0.041317843,0.010069123,0.00689666,0.00606906,0.004620762,0.007862192,0.006344927,0.004758695,0.010965689,0.006206994,0.006965626,-0.002724776,-0.010569168,-0.009887375,-0.008245012,-0.02419443,-0.012486542,-0.00343515,-0.023319084,-0.007665042,-0.012153346,-32,-143,-134,-112,-332,-170,-45,-318,-103,-165,586.8913 
2018/1/15,115,121,148,71,155,122,73,160,143,116,13852.9200 ,9.53625132,-0.045636976,0.008301499,0.008734621,0.010683668,0.005125273,0.011188977,0.008806808,0.005269647,0.011549911,0.010322733,0.008373686,-0.001767624,0.001837961,0.004614608,0.000504511,0.003326785,0.002461881,0.000510952,0.000584223,0.00411574,0.00140806,-31,21,60,4,41,30,4,1,53,15,(646.8533)
2018/1/16,158,107,153,97,100,118,106,153,151,122,14012.1960 ,9.547683372,0.011432053,0.011275891,0.007636205,0.010919059,0.006922541,0.00713664,0.008421235,0.007564839,0.010919059,0.010776327,0.008706701,0.002974392,-0.001098416,0.000235391,0.001797268,-0.004052337,-0.000385572,0.002295191,-0.000630852,0.000453593,0.000333015,43,-14,5,26,-55,-4,33,-7,8,6,159.2760 
2018/1/17,173,124,157,66,117,104,86,108,141,98,11180.9983 ,9.321971039,-0.225712333,0.015472679,0.011090244,0.01404168,0.005902872,0.010464182,0.009301495,0.007691621,0.009659245,0.012610681,0.00876487,0.004196788,0.003454039,0.003122621,-0.001019669,0.003327542,0.00088026,0.000126782,-0.001259815,0.001834354,5.81693E-05,15,17,4,-31,17,-14,-20,-45,-10,-24,(2831.1977)
2018/1/18,85,139,255,91,207,119,169,205,127,145,11116.9467 ,9.31622595,-0.005745089,0.007645984,0.012503433,0.022937953,0.008185701,0.018620221,0.010704378,0.015202016,0.018440315,0.011424,0.01304315,-0.007826695,0.001413189,0.008896273,0.002282829,0.008156039,0.001402883,0.007510395,0.00878107,-0.001186681,0.004278279,-88,15,98,25,90,15,83,97,-14,47,(64.0517)
2018/1/19,91,65,113,40,86,78,103,117,75,72,11345.4233 ,9.336569711,0.020343761,0.008020855,0.005729182,0.009959963,0.003525651,0.007580149,0.006875019,0.009078551,0.010312528,0.006610595,0.006346171,0.000374871,-0.006774251,-0.01297799,-0.00466005,-0.011040072,-0.003829359,-0.006123465,-0.008127787,-0.004813405,-0.006696978,6,-74,-142,-51,-121,-41,-66,-88,-52,-73,228.4767 
2018/1/20,40,41,97,33,58,36,21,41,51,29,11422.4400 ,9.343335121,0.00676541,0.003501879,0.003589426,0.008492056,0.00288905,0.005077724,0.003151691,0.001838486,0.003589426,0.004464895,0.002538862,-0.004518977,-0.002139757,-0.001467907,-0.000636601,-0.002502425,-0.003723328,-0.007240064,-0.006723103,-0.0021457,-0.003807309,-51,-24,-16,-7,-28,-42,-82,-76,-24,-43,77.0167 
2018/1/21,117,100,117,41,219,65,47,112,84,79,12950.7933 ,9.468912326,0.125577206,0.009034196,0.007721535,0.009034196,0.003165829,0.016910161,0.005018998,0.003629121,0.008648119,0.006486089,0.006100012,0.005532317,0.004132109,0.00054214,0.000276779,0.011832437,0.001867307,0.001790635,0.005058693,0.002021194,0.00356115,77,59,20,8,161,29,26,71,33,50,1528.3533 
2018/1/22,102,120,134,72,297,88,95,140,119,104,11505.2280 ,9.35055682,-0.118355507,0.008865535,0.010430041,0.011646879,0.006258025,0.025814352,0.007648697,0.008257116,0.012168381,0.010343124,0.009039369,-0.000168661,0.002708506,0.002612684,0.003092195,0.008904191,0.002629699,0.004627995,0.003520262,0.003857035,0.002939356,-15,20,17,31,78,23,48,28,35,25,(1445.5653)
2018/1/23,80,107,73,77,245,64,82,80,75,75,10544.5933 ,9.263368527,-0.087188293,0.007586826,0.01014738,0.006922979,0.00730232,0.023234656,0.006069461,0.007776497,0.007586826,0.00711265,0.00711265,-0.001278708,-0.000282661,-0.0047239,0.001044296,-0.002579695,-0.001579236,-0.000480619,-0.004581555,-0.003230474,-0.001926719,-22,-13,-61,5,-52,-24,-13,-60,-44,-29,(960.6347)
2018/1/24,122,133,165,79,155,115,108,131,189,141,11223.0640 ,9.325726226,0.062357699,0.010870472,0.011850596,0.014701868,0.007039076,0.013810845,0.010246756,0.009623041,0.011672392,0.016840321,0.012563414,0.003283645,0.001703216,0.007778888,-0.000263245,-0.009423811,0.004177295,0.001846543,0.004085565,0.009727671,0.005450764,42,26,92,2,-90,51,26,51,114,66,678.4707 
2018/1/25,171,287,216,125,801,175,271,297,199,265,11282.2583 ,9.330986712,0.005260486,0.01515654,0.02543817,0.019145103,0.011079342,0.070996424,0.015511079,0.024020014,0.026324517,0.017638313,0.023488205,0.004286068,0.013587573,0.004443236,0.004040266,0.057185579,0.005264323,0.014396973,0.014652125,0.000797992,0.010924791,49,154,51,46,646,60,163,166,10,124,59.1943 
2018/1/26,80,61,80,50,175,62,151,66,69,64,11214.4400 ,9.324957513,-0.006029199,0.00713366,0.005439416,0.00713366,0.004458537,0.015604881,0.005528586,0.013464783,0.005885269,0.006152782,0.005706928,-0.00802288,-0.019998754,-0.012011443,-0.006620805,-0.055391543,-0.009982493,-0.010555231,-0.020439248,-0.011485531,-0.017781277,-91,-226,-136,-75,-626,-113,-120,-231,-130,-201,(67.8183)
2018/1/27,104,66,94,62,85,63,68,64,67,77,10969.8150 ,9.302902689,-0.022054824,0.009480561,0.00601651,0.008568969,0.005651873,0.007748535,0.005743032,0.006198828,0.005834191,0.006107669,0.007019261,0.002346901,0.000577094,0.001435309,0.001193336,-0.007856345,0.000214446,-0.007265955,-5.1078E-05,-4.51125E-05,0.001312334,24,5,14,12,-90,1,-83,-2,-2,13,(244.6250)
2018/1/28,77,100,110,73,115,117,190,170,84,124,11524.7767 ,9.35225449,0.049351801,0.006681257,0.008676958,0.009544654,0.006334179,0.009978501,0.010152041,0.01648622,0.014750828,0.007288644,0.010759428,-0.002799304,0.002660448,0.000975685,0.000682306,0.002229966,0.004409008,0.010287391,0.008916637,0.001180975,0.003740166,-27,34,16,11,30,54,122,106,17,47,554.9617 
2018/1/29,68,84,89,58,58,79,55,66,150,60,11765.7100 ,9.372944648,0.020690158,0.005779507,0.007139391,0.007564354,0.004929579,0.004929579,0.006714427,0.004674601,0.005609521,0.012748912,0.005099565,-0.000901751,-0.001537567,-0.001980299,-0.0014046,-0.005048922,-0.003437614,-0.011811619,-0.009141307,0.005460267,-0.005659863,-9,-16,-21,-15,-57,-38,-135,-104,66,-64,240.9333 
2018/1/30,136,123,163,46,106,110,129,167,114,154,11212.6550 ,9.32479833,-0.048146318,0.012129152,0.010969748,0.014537146,0.004102507,0.009453604,0.009810344,0.011504858,0.014893886,0.010167084,0.013734481,0.006349646,0.003830357,0.006972791,-0.000827072,0.004524025,0.003095917,0.006830257,0.009284364,-0.002581828,0.008634917,68,39,74,-12,48,31,74,101,-36,94,(553.0550)
2018/1/31,97,129,123,74,439,100,83,129,119,98,10184.0617 ,9.228579196,-0.096219134,0.009524687,0.012666852,0.012077696,0.007266256,0.043106573,0.009819265,0.00814999,0.012666852,0.011684925,0.00962288,-0.002604465,0.001697104,-0.00245945,0.003163749,0.033652969,8.92121E-06,-0.003354868,-0.002227034,0.001517842,-0.004111602,-39,6,-40,28,333,-10,-46,-38,5,-56,(1028.5933)
2018/2/1,173,91,112,62,105,83,165,100,118,91,10125.0133 ,9.222764209,-0.005814987,0.017086397,0.008987642,0.011061714,0.006123449,0.010370357,0.00819752,0.016296275,0.00987653,0.011654306,0.008987642,0.00756171,-0.003679209,-0.001015982,-0.001142807,-0.032736216,-0.001621745,0.008146285,-0.002790322,-3.06197E-05,-0.000635237,76,-38,-11,-12,-334,-17,82,-29,-1,-7,(59.0483)
2018/2/2,113,76,87,50,46,75,51,69,100,60,9083.2583 ,9.114188254,-0.108575954,0.01244047,0.008367042,0.009578061,0.005504633,0.005064262,0.008256949,0.005614725,0.007596393,0.011009265,0.006605559,-0.004645928,-0.000620601,-0.001483653,-0.000618816,-0.005306095,5.94288E-05,-0.01068155,-0.002280137,-0.00064504,-0.002382083,-60,-15,-25,-12,-59,-8,-114,-31,-18,-31,(1041.7550)
2018/2/3,71,79,94,65,60,87,48,66,106,70,8901.9017 ,9.094020203,-0.020168051,0.007975824,0.008874508,0.010559541,0.007301811,0.006740133,0.009773193,0.005392106,0.007414146,0.011907568,0.007863488,-0.004464646,0.000507467,0.000981481,0.001797178,0.001675871,0.001516244,-0.000222619,-0.000182247,0.000898303,0.001257929,-42,3,7,15,14,12,-3,-3,6,10,(181.3567)
2018/2/4,101,84,98,46,67,71,49,188,84,126,9076.6783 ,9.113463582,0.019443379,0.011127419,0.009254487,0.010796901,0.005067933,0.007381555,0.007822245,0.005398451,0.020712423,0.009254487,0.01388173,0.003151595,0.000379979,0.00023736,-0.002233877,0.000641422,-0.001950948,6.34435E-06,0.013298277,-0.002653081,0.006018242,30,5,4,-19,7,-16,1,122,-22,56,174.7767 
2018/2/5,195,159,137,85,101,141,112,186,159,146,8400.6483 ,9.036064164,-0.077399418,0.023212494,0.018927111,0.016308265,0.010118267,0.012022882,0.016784419,0.013332304,0.022141148,0.018927111,0.017379611,0.012085075,0.009672624,0.005511364,0.005050333,0.004641327,0.008962174,0.007933854,0.001428725,0.009672624,0.003497881,94,75,39,39,34,70,63,-2,75,20,(676.0300)
2018/2/6,180,132,216,131,155,126,99,107,183,117,6838.8167 ,8.830369994,-0.205694171,0.026320343,0.019301585,0.031584412,0.019155361,0.02266474,0.01842424,0.014476189,0.015645982,0.026759015,0.017108223,0.003107849,0.000374474,0.015276146,0.009037094,0.010641858,0.001639821,0.001143884,-0.006495167,0.007831905,-0.000271388,-15,-27,79,46,54,-15,-13,-79,24,-29,(1561.8317)
2018/2/7,55,51,94,47,72,37,47,62,88,60,7685.6333 ,8.947108064,0.11673807,0.007156209,0.006635758,0.012230612,0.006115306,0.009368128,0.004814177,0.006115306,0.008066999,0.011449935,0.007806774,-0.019164134,-0.012665827,-0.019353799,-0.013040055,-0.013296611,-0.013610063,-0.008360883,-0.007578982,-0.015309081,-0.009301449,-125,-81,-122,-84,-83,-89,-52,-45,-95,-57,846.8167 
2018/2/8,158,130,182,87,168,142,76,101,146,138,8099.9583 ,8.999614197,0.052506132,0.019506273,0.016049465,0.022469251,0.010740796,0.020740847,0.017530954,0.009382764,0.0124692,0.018024784,0.017037125,0.012350064,0.009413708,0.010238639,0.00462549,0.011372719,0.012716777,0.003267458,0.0044022,0.006574849,0.009230351,103,79,88,40,96,105,29,39,58,78,414.3250 
2018/2/9,106,173,147,91,254,152,79,136,119,141,8240.5367 ,9.01682075,0.017206554,0.01286324,0.020993778,0.017838644,0.01104297,0.030823235,0.018445401,0.009586754,0.016503779,0.014440807,0.017110536,-0.006643033,0.004944313,-0.004630607,0.000302174,0.010082388,0.000914446,0.00020399,0.00403458,-0.003583977,7.34114E-05,-52,43,-35,4,86,10,3,35,-27,3,140.5783 
2018/2/10,162,116,122,67,76,118,80,123,118,117,8535.5167 ,9.051991168,0.035170418,0.018979519,0.013590273,0.014293218,0.007849554,0.008903972,0.013824588,0.009372602,0.014410375,0.013824588,0.01370743,0.006116279,-0.007403506,-0.003545426,-0.003193416,-0.021919263,-0.004620813,-0.000214152,-0.002093404,-0.000616219,-0.003403106,56,-57,-25,-24,-178,-34,1,-13,-1,-24,294.9800 
2018/2/11,88,80,70,47,82,88,59,61,70,62,8319.8766 ,9.026402698,-0.025588471,0.01057708,0.009615527,0.008413586,0.005649122,0.009855915,0.01057708,0.007091451,0.00733184,0.008413586,0.007452034,-0.008402439,-0.003974746,-0.005879632,-0.002200432,0.000951944,-0.003247508,-0.002281151,-0.007078536,-0.005411001,-0.006255397,-74,-36,-52,-20,6,-30,-21,-62,-48,-55,(215.6401)
2018/2/12,83,143,121,81,109,183,124,136,147,141,8343.4550 ,9.029232678,0.00282998,0.009947917,0.017139183,0.014502385,0.009708208,0.013064132,0.02193336,0.014861949,0.016300202,0.0176186,0.016899474,-0.000629163,0.007523655,0.006088799,0.004059086,0.003208217,0.01135628,0.007770497,0.008968362,0.009205014,0.00944744,-5,63,51,34,27,95,65,75,77,79,23.5784 
2018/2/13,62,95,62,66,136,81,58,63,55,71,8811.3433 ,9.083795186,0.054562507,0.007036385,0.010781557,0.007036385,0.007490345,0.01543465,0.009192696,0.006582424,0.007149875,0.006241954,0.008057795,-0.002911533,-0.006357626,-0.007466001,-0.002217864,0.002370518,-0.012740664,-0.008279524,-0.009150327,-0.011376646,-0.008841679,-21,-48,-59,-15,27,-102,-66,-73,-92,-70,467.8883 
2018/2/14,108,103,191,82,106,111,81,141,153,109,8597.7675 ,9.059257856,-0.02453733,0.0125614,0.011979854,0.022215069,0.00953736,0.012328782,0.012910328,0.00942105,0.016399606,0.017795317,0.01267771,0.005525016,0.001198297,0.015178685,0.002047015,-0.003105868,0.003717632,0.002838626,0.009249731,0.011553363,0.004619914,46,8,129,16,-30,30,23,78,98,38,(213.5758)
2018/2/15,140,217,147,81,520,153,128,238,142,196,9334.6333 ,9.141486776,0.082228921,0.014997911,0.023246762,0.015747807,0.008677363,0.055706527,0.016390574,0.013712376,0.025496449,0.015212167,0.020997075,0.002436511,0.011266908,-0.006467263,-0.000859997,0.043377745,0.003480246,0.004291325,0.009096843,-0.00258315,0.008319366,32,114,-44,-1,414,42,47,97,-11,87,736.8658 
2018/2/16,57,83,70,64,229,68,48,98,58,69,9977.1540 ,9.208053158,0.066566382,0.005713052,0.008319006,0.007016029,0.006414655,0.022952437,0.006815571,0.004810991,0.00982244,0.005813281,0.0069158,-0.009284859,-0.014927756,-0.008731778,-0.002262708,-0.032754089,-0.009575003,-0.008901385,-0.015674008,-0.009398886,-0.014081276,-83,-134,-77,-17,-291,-85,-80,-140,-84,-127,642.5207 
2018/2/17,58,66,67,59,45,92,60,98,72,72,10127.1617 ,9.222976367,0.014923209,0.005727172,0.006517127,0.006615871,0.005825917,0.004443496,0.00908448,0.005924661,0.009676946,0.007109593,0.007109593,1.41203E-05,-0.001801878,-0.000400157,-0.000588738,-0.018508941,0.002268909,0.00111367,-0.000145494,0.001296312,0.000193793,1,-17,-3,-5,-184,24,12,0,14,3,150.0077 
2018/2/18,54,95,107,55,44,123,73,146,107,102,10841.9917 ,9.291181992,0.068205624,0.004980635,0.008762228,0.009869035,0.005072869,0.004058295,0.011344779,0.00673308,0.013466161,0.009869035,0.009407866,-0.000746538,0.002245101,0.003253164,-0.000753048,-0.000385201,0.002260299,0.000808419,0.003789214,0.002759442,0.002298272,-4,29,40,-4,-1,31,13,48,35,30,714.8300 
2018/2/19,46,67,56,56,39,50,37,50,46,31,10503.2983 ,9.259444613,-0.031737378,0.004379577,0.006378949,0.005331659,0.005331659,0.003713119,0.004760409,0.003522703,0.004760409,0.004379577,0.002951454,-0.000601058,-0.002383279,-0.004537377,0.00025879,-0.000345176,-0.00658437,-0.003210377,-0.008705751,-0.005489459,-0.006456412,-8,-28,-51,1,-5,-73,-36,-96,-61,-71,(338.6933)
2018/2/20,54,63,47,47,42,67,77,63,68,49,11110.9650 ,9.315687738,0.056243124,0.004860064,0.005670075,0.004230056,0.004230056,0.00378005,0.006030079,0.006930091,0.005670075,0.00612008,0.004410058,0.000480487,-0.000708874,-0.001101603,-0.001101603,6.69304E-05,0.00126967,0.003407388,0.000909665,0.001740504,0.001458604,8,-4,-9,-9,3,17,40,13,22,18,607.6667 
2018/2/21,66,74,85,62,111,63,55,88,81,67,11390.3917 ,9.340525443,0.024837705,0.005794357,0.006496704,0.00746243,0.005443184,0.009745056,0.005530977,0.004828631,0.00772581,0.007111257,0.005882151,0.000934293,0.000826629,0.003232374,0.001213129,0.005965006,-0.000499102,-0.00210146,0.002055735,0.000991176,0.001472093,12,11,38,15,69,-4,-22,25,13,18,279.4267 
2018/2/22,86,100,86,61,137,144,71,165,112,103,10532.7917 ,9.262248686,-0.078276757,0.008164977,0.009494159,0.008164977,0.005791437,0.013006998,0.013671589,0.006740853,0.015665363,0.010633458,0.009778984,0.002370619,0.002997455,0.000702547,0.000348253,0.003261942,0.008140612,0.001912222,0.007939553,0.003522201,0.003896833,20,26,1,-1,26,81,16,77,31,36,(857.6000)
2018/2/23,87,106,88,46,69,159,59,105,94,83,9931.0717 ,9.203423673,-0.058825012,0.008760384,0.010673571,0.008861078,0.004631927,0.006947891,0.016010357,0.00594095,0.010572877,0.009465242,0.008357608,0.000595407,0.001179412,0.000696101,-0.00115951,-0.006059107,0.002338768,-0.000799903,-0.005092485,-0.001168216,-0.001421376,1,6,2,-15,-68,15,-12,-60,-18,-20,(601.7200)
2018/2/24,116,85,73,36,47,89,74,75,87,47,10162.1167 ,9.226422033,0.02299836,0.011414945,0.008364399,0.007183543,0.003542569,0.004625021,0.008758018,0.007281947,0.007380352,0.008561209,0.004625021,0.002654561,-0.002309172,-0.001677535,-0.001089358,-0.00232287,-0.007252339,0.001340998,-0.003192525,-0.000904034,-0.003732587,29,-21,-15,-10,-22,-70,15,-30,-7,-36,231.0450 
2018/2/25,79,88,57,45,119,66,70,70,69,69,9697.9560 ,9.179670421,-0.046751612,0.008146046,0.009074077,0.005877527,0.004640153,0.012270627,0.006805558,0.007218016,0.007218016,0.007114901,0.007114901,-0.003268898,0.000709678,-0.001306016,0.001097584,0.007645606,-0.00195246,-6.39317E-05,-0.000162336,-0.001446307,0.002489881,-37,3,-16,9,72,-23,-4,-5,-18,22,(464.1607)
2018/2/26,121,102,119,69,64,111,55,75,110,113,9696.5933 ,9.1795299,-0.000140521,0.012478609,0.010519158,0.012272351,0.007115901,0.006600256,0.011447319,0.005672095,0.007734675,0.01134419,0.011653577,0.004332563,0.001445081,0.006394824,0.002475748,-0.005670371,0.004641762,-0.001545921,0.000516659,0.004229289,0.004538676,42,14,62,24,-55,45,-15,5,41,44,(1.3627)
2018/2/27,91,139,77,90,294,132,57,99,70,105,10348.6033 ,9.244606846,0.065076946,0.008793457,0.013431764,0.007440618,0.008696826,0.028409631,0.012755344,0.00550799,0.009566508,0.006764198,0.010146297,-0.003685152,0.002912606,-0.004831734,0.001580925,0.021809375,0.001308025,-0.000164106,0.001831833,-0.004579992,-0.001507281,-30,37,-42,21,230,21,2,24,-40,-8,652.0100 
2018/2/28,161,141,102,86,319,83,50,119,79,102,10763.8833 ,9.283951673,0.039344827,0.014957427,0.013099362,0.009476134,0.007989682,0.029636144,0.007710972,0.004645164,0.01105549,0.007339359,0.009476134,0.00616397,-0.000332403,0.002035516,-0.000707144,0.001226514,-0.005044373,-0.000862826,0.001488981,0.000575161,-0.000670163,70,2,25,-4,25,-49,-7,20,9,-3,415.2800 
2018/3/1,57,55,47,26,94,41,28,58,56,40,10370.1650 ,9.246688212,-0.037263461,0.005496537,0.005303676,0.004532233,0.002507193,0.009064465,0.00395365,0.002700053,0.005592968,0.005400107,0.003857219,-0.00946089,-0.007795685,-0.004943901,-0.005482489,-0.020571679,-0.003757322,-0.00194511,-0.005462522,-0.001939252,-0.005618915,-104,-86,-55,-60,-225,-42,-22,-61,-23,-62,(393.7183)
2018/3/2,56,121,101,67,221,134,76,101,118,96,11009.3817 ,9.306503067,0.059814855,0.005086571,0.010990626,0.009173994,0.006085719,0.020073789,0.012171437,0.006903203,0.009173994,0.010718131,0.008719836,-0.000409967,0.00568695,0.004641761,0.003578526,0.011009323,0.008217788,0.00420315,0.003581026,0.005318025,0.004862617,-1,66,54,41,127,93,48,43,62,56,639.2167 
2018/3/3,47,78,64,46,115,78,33,64,64,71,11055.8150 ,9.310711813,0.004208745,0.004251157,0.007055111,0.005788809,0.004160706,0.010401766,0.007055111,0.002984855,0.005788809,0.005788809,0.00642196,-0.000835414,-0.003935516,-0.003385185,-0.001925012,-0.009672023,-0.005116327,-0.003918349,-0.003385185,-0.004929323,-0.002297876,-9,-43,-37,-21,-106,-56,-43,-37,-54,-25,46.4333 
2018/3/4,74,43,58,18,45,49,29,31,37,32,11326.9483 ,9.334939974,0.024228161,0.006533092,0.003796256,0.005120532,0.001589131,0.003972826,0.004325967,0.002560266,0.002736836,0.003266546,0.002825121,0.002281936,-0.003258854,-0.000668277,-0.002571576,-0.006428939,-0.002729144,-0.000424589,-0.003051973,-0.002522263,-0.003596839,27,-35,-6,-28,-70,-29,-4,-33,-27,-39,271.1333 
2018/3/5,40,91,82,74,208,70,37,42,85,71,11430.1817 ,9.344012651,0.009072677,0.003499507,0.007961378,0.007173989,0.006474088,0.018197436,0.006124137,0.003237044,0.003674482,0.007436452,0.006211625,-0.003033585,0.004165122,0.002053457,0.004884957,0.01422461,0.001798171,0.000676778,0.000937646,0.004169906,0.003386504,-34,48,24,56,163,21,8,11,48,39,103.2333 
2018/3/6,168,165,130,97,296,126,72,123,114,116,11595.5400 ,9.35837582,0.01436317,0.014488329,0.014229609,0.011211207,0.008365285,0.025527056,0.010866247,0.006209284,0.010607527,0.009831366,0.010003846,0.010988822,0.006268231,0.004037218,0.001891197,0.00732962,0.00474211,0.00297224,0.006933044,0.002394914,0.003792222,128,74,48,23,88,56,35,81,29,45,165.3583 
2018/3/7,167,121,107,62,163,97,61,118,109,92,10763.1983 ,9.283888032,-0.074487788,0.015515834,0.011242012,0.009941283,0.00576037,0.015144197,0.009012191,0.00566746,0.010963284,0.010127101,0.008547645,0.001027505,-0.002987597,-0.001269924,-0.002604916,-0.010382859,-0.001854056,-0.000541824,0.000355757,0.000295735,-0.001456201,-1,-44,-23,-35,-133,-29,-11,-5,-5,-24,(832.3417)
2018/3/8,66,55,57,52,73,53,42,50,61,39,10118.0580 ,9.222077027,-0.061811005,0.006522991,0.005435826,0.005633492,0.005139326,0.007214823,0.005238159,0.004150994,0.00494166,0.006028825,0.003854495,-0.008992843,-0.005806186,-0.004307791,-0.000621043,-0.007929374,-0.003774032,-0.001516466,-0.006021624,-0.004098276,-0.004693151,-101,-66,-50,-10,-90,-44,-19,-68,-48,-53,(645.1403)
2018/3/9,85,70,80,55,60,84,43,79,91,72,9429.1117 ,9.151557168,-0.070519859,0.009014635,0.007423817,0.008484362,0.005832999,0.006363272,0.00890858,0.004560345,0.008378308,0.009650962,0.007635926,0.002491644,0.001987991,0.00285087,0.000693673,-0.000851551,0.003670421,0.000409351,0.003436648,0.003622137,0.003781432,19,15,23,3,-13,31,1,29,30,33,(688.9463)
2018/3/10,85,43,46,30,50,39,39,28,45,33,9089.2783 ,9.114850793,-0.036706376,0.009351678,0.004730849,0.005060908,0.003300592,0.005500987,0.00429077,0.00429077,0.003080553,0.004950888,0.003630651,0.000337043,-0.002692968,-0.003423455,-0.002532407,-0.000862285,-0.004617811,-0.000269575,-0.005297755,-0.004700074,-0.004005275,0,-27,-34,-25,-10,-45,-4,-51,-46,-39,(339.8333)
2018/3/11,93,56,39,38,32,66,37,90,69,63,8746.0020 ,9.076351961,-0.038498832,0.01063343,0.006402926,0.00445918,0.004344842,0.003658815,0.007546305,0.004230504,0.010290416,0.007889319,0.007203291,0.001281752,0.001672077,-0.000601728,0.00104425,-0.001842172,0.003255535,-6.02653E-05,0.007209864,0.002938431,0.00357264,8,13,-7,8,-18,27,-2,62,24,30,(343.2763)
2018/3/12,71,88,109,79,90,68,40,98,93,56,9761.3967 ,9.18619077,0.10983881,0.007273549,0.009015103,0.011166435,0.008093104,0.009219992,0.006966216,0.004097774,0.010039547,0.009527325,0.005736884,-0.003359881,0.002612178,0.006707255,0.003748262,0.005561177,-0.000580089,-0.00013273,-0.000250869,0.001638006,-0.001466407,-22,32,70,41,58,2,3,8,24,-7,1015.3947 
2018/3/13,70,82,83,79,83,85,51,105,112,71,9182.8433 ,9.125092167,-0.061098603,0.007622911,0.008929696,0.009038595,0.008603,0.009038595,0.009256392,0.005553835,0.011434367,0.012196658,0.00773181,0.000349362,-8.54073E-05,-0.00212784,0.000509896,-0.000181397,0.002290176,0.001456061,0.00139482,0.002669333,0.001994926,-1,-6,-26,0,-7,17,11,7,19,15,(578.5533)
2018/3/14,96,135,126,98,246,126,93,196,83,131,9154.7000 ,9.122022688,-0.003069479,0.010486417,0.014746524,0.013763422,0.010704884,0.026871443,0.013763422,0.010158716,0.021409768,0.009066381,0.01430959,0.002863506,0.005816828,0.004724827,0.002101884,0.017832848,0.00450703,0.004604881,0.009975401,-0.003130277,0.00657778,26,53,43,19,163,41,42,91,-29,60,(28.1433)
2018/3/15,105,147,148,86,93,138,86,192,136,204,8151.5317 ,9.005961123,-0.116061564,0.012881015,0.018033421,0.018156097,0.010550164,0.011408899,0.016929334,0.010550164,0.023553856,0.016683981,0.025025972,0.002394598,0.003286897,0.004392675,-0.000154719,-0.015462544,0.003165912,0.000391448,0.002144088,0.0076176,0.010716382,9,12,22,-12,-153,12,-7,-4,53,73,(1003.1683)
2018/3/16,130,111,89,76,211,88,76,118,70,110,8358.1217 ,9.030989,0.025027877,0.015553734,0.013280496,0.010648325,0.009092952,0.025244907,0.010528681,0.009092952,0.014118005,0.008375087,0.013160852,0.002672719,-0.004752925,-0.007507772,-0.001457212,0.013836008,-0.006400652,-0.001457212,-0.009435851,-0.008308894,-0.01186512,25,-36,-59,-10,118,-50,-10,-74,-66,-94,206.5900 
2018/3/17,79,86,64,45,86,79,126,111,68,103,8530.4020 ,9.051391767,0.020402767,0.009260994,0.010081588,0.007502577,0.00527525,0.010081588,0.009260994,0.014770699,0.013012282,0.007971488,0.01207446,-0.00629274,-0.003198908,-0.003145748,-0.003817702,-0.015163318,-0.001267688,0.005677747,-0.001105722,-0.000403599,-0.001086391,-51,-25,-25,-31,-125,-9,50,-7,-2,-7,172.2803 
2018/3/18,187,213,145,85,450,166,134,241,182,193,7993.6746 ,8.986405838,-0.064985929,0.023393497,0.026646068,0.018139342,0.010633408,0.05629451,0.020766419,0.016763254,0.030148838,0.022768002,0.02414409,0.014132503,0.01656448,0.010636765,0.005358158,0.046212922,0.011505426,0.001992555,0.017136555,0.014796514,0.01206963,108,127,81,40,364,87,8,130,114,90,(536.7274)
2018/3/19,95,107,64,56,171,97,50,78,101,74,8171.4150 ,9.008397367,0.021991529,0.011625893,0.013094427,0.007832181,0.006853158,0.020926608,0.011870649,0.006118891,0.00954547,0.01236016,0.009055959,-0.011767603,-0.013551641,-0.010307161,-0.003780249,-0.035367902,-0.00889577,-0.010644363,-0.020603367,-0.010407842,-0.015088131,-92,-106,-81,-29,-279,-69,-84,-163,-81,-119,177.7404 
2018/3/20,118,77,89,78,62,96,53,94,61,102,8412.0333 ,9.037418499,0.029021132,0.014027524,0.009153554,0.010580082,0.009272431,0.007370394,0.011412223,0.006300498,0.011174468,0.007251517,0.012125487,0.002401631,-0.003940874,0.002747901,0.002419273,-0.013556214,-0.000458426,0.000181607,0.001628998,-0.005108644,0.003069528,23,-30,25,22,-109,-1,3,16,-40,28,240.6183 
