"Date","Topic1","Topic2","Topic3","Topic4","Topic5","Topic6","Topic7","Topic8","Topic9","Topic10","Topic11","Topic12","Topic13","Topic14","Topic15","Topic16","Topic17","Topic18","Topic19","Topic20","Topic21","Topic22","Topic23","Topic24","Topic25","Topic26","Topic27","Topic28","Topic29","Topic30","Topic31","Topic32","Topic33","Topic34","Topic35","Topic36","Topic37","Topic38","Topic39","Topic40","Topic41","Topic42","Topic43","Topic44","Topic45","Topic46","Topic47","Topic48","Topic49","Topic50","Topic51","Topic52","Topic53","Topic54","Topic55","Topic56","Topic57","Topic58","Topic59","Topic60","Topic61","Topic62","Topic63","Topic64","Topic65","Topic66","Topic67","Topic68","Topic69","Topic70","Topic71","Topic72","Topic73","Topic74","Topic75","Topic76","Topic77","Topic78","Topic79","Topic80","Topic81","Topic82","Topic83","Topic84","Topic85","Topic86","Topic87","Topic88","Topic89","Topic90","Topic91","Topic92","Topic93","Topic94","Topic95","Topic96","Topic97","Topic98","Topic99","Topic100"
2018-03-19,28,3,2,7,3,0,10,55,6,6,2,15,46,3,6,12,10,4,1,2,4,5,9,4,10,4,3,3,28,1,6,3,6,5,6,53,2,2,11,4,24,3,7,7,4,17,19,8,10,3,6,2,3,2,4,2,5,12,4,4,22,6,10,6,10,22,2,5,3,4,3,2,4,3,10,1,8,24,13,7,2,12,5,4,21,9,25,4,5,6,5,2,3,6,18,8,4,6,29,20
2018-03-20,24,4,2,4,4,4,13,2,5,5,0,4,55,5,2,19,26,5,6,10,2,1,3,3,4,3,3,5,28,3,4,5,5,6,5,49,2,6,3,2,31,1,4,7,9,7,10,7,6,3,12,1,3,4,4,2,3,7,3,3,6,5,4,3,35,13,2,6,7,4,3,4,1,2,8,4,7,16,8,9,5,19,3,5,14,8,25,5,2,4,7,6,3,12,28,10,3,2,47,13
2018-03-21,6,1,0,6,1,4,10,26,8,5,1,2,38,4,5,14,12,4,2,1,1,5,1,4,12,1,5,3,15,1,0,2,1,1,2,41,2,3,2,10,31,3,3,10,3,3,23,2,2,1,6,5,1,10,1,4,3,10,5,1,11,5,3,7,6,23,4,3,3,5,4,4,5,2,18,7,4,14,9,9,5,21,1,6,18,10,12,3,4,4,2,3,2,6,26,12,4,1,36,15
2018-03-22,23,2,1,3,4,3,20,15,6,4,3,7,36,2,7,11,17,5,6,12,8,4,6,3,3,4,3,7,26,7,5,3,0,0,3,52,5,2,3,6,19,3,4,6,3,5,19,0,7,7,2,5,2,3,6,3,5,15,5,3,22,2,5,2,20,16,2,6,5,10,10,8,8,3,18,1,8,14,7,4,2,9,4,10,17,7,22,3,2,6,7,3,0,13,30,7,6,4,34,19
2018-03-23,18,1,1,1,5,5,20,71,2,10,11,5,47,8,5,29,9,8,5,4,3,5,2,1,10,4,5,2,20,4,7,0,3,4,5,38,2,5,1,6,23,2,4,6,2,4,20,3,4,2,8,1,2,6,2,3,8,13,6,9,9,2,3,9,11,31,2,4,4,4,8,5,1,2,19,6,5,23,12,5,2,18,1,3,32,7,19,2,2,6,3,0,2,12,32,5,3,1,27,22
2018-03-24,26,3,4,11,5,1,25,132,1,7,7,8,91,3,3,8,10,16,9,11,12,7,5,5,2,6,5,8,30,8,9,5,6,7,26,64,10,8,3,2,18,4,4,6,5,13,22,12,9,2,11,7,7,19,4,9,8,25,9,7,19,4,3,10,10,78,5,11,8,12,9,10,5,6,27,12,6,32,13,6,3,13,3,8,51,13,12,2,4,7,7,15,6,8,45,9,8,2,20,24
2018-03-25,10,0,1,4,7,4,20,96,3,4,6,3,68,5,4,16,7,7,5,6,5,8,1,4,3,4,1,3,19,1,6,2,5,3,5,60,2,6,3,5,15,3,4,2,2,4,13,6,5,3,8,3,2,2,3,2,6,26,4,8,7,4,5,8,16,52,2,6,3,7,7,11,2,3,12,3,1,12,13,11,3,7,3,3,41,8,11,9,3,4,6,5,5,6,33,8,4,2,41,15
2018-03-26,42,2,6,4,10,9,33,141,5,16,7,5,80,7,13,23,12,8,8,11,8,7,6,5,9,10,4,6,31,6,13,9,6,8,18,91,11,6,5,14,28,2,5,8,11,5,25,9,11,6,15,7,11,12,0,2,3,18,8,2,16,6,3,15,30,34,4,10,17,6,13,4,5,8,25,6,5,20,11,21,8,27,4,5,51,13,35,7,11,1,8,3,6,20,38,15,6,8,70,20
2018-03-27,32,4,7,4,4,5,34,46,13,4,6,5,80,4,4,34,11,7,8,8,4,4,10,5,6,6,9,7,38,7,13,7,9,10,4,66,5,6,4,7,46,5,11,8,7,3,34,6,7,6,19,12,6,6,2,7,8,15,5,4,37,2,7,6,38,44,4,9,6,6,3,9,5,4,34,6,12,39,6,17,4,16,6,6,30,21,40,6,2,6,4,6,10,20,46,14,5,11,54,15
2018-03-28,31,7,1,6,2,6,20,34,6,2,7,4,65,3,7,20,20,11,3,5,4,5,5,4,7,6,4,8,42,7,15,4,9,2,2,45,5,9,3,6,33,10,3,3,4,11,22,5,7,2,17,4,2,3,7,0,9,19,4,7,30,10,8,6,21,26,2,15,7,6,9,9,7,4,25,5,7,33,10,21,6,24,1,4,28,11,31,8,11,7,5,5,5,18,33,9,5,7,31,32
2018-03-29,46,11,6,9,6,10,17,105,14,11,8,8,101,7,5,22,7,4,7,7,10,9,6,2,9,5,3,5,27,4,8,6,11,4,6,69,8,13,4,8,38,3,9,9,21,11,36,10,6,6,5,9,3,8,7,20,3,18,5,4,21,9,12,15,14,46,7,12,8,7,5,5,3,6,24,7,6,40,10,23,1,13,6,4,32,10,36,3,0,4,6,6,5,15,40,11,4,4,51,13
2018-03-30,24,8,8,8,3,8,26,68,9,3,6,1,70,7,5,15,10,7,3,13,8,8,4,1,9,7,8,4,35,2,6,7,5,2,6,47,4,5,5,3,47,1,3,7,1,4,36,9,5,5,5,6,3,10,7,4,5,18,6,6,16,0,5,6,30,37,3,10,4,1,10,6,4,5,20,2,4,22,12,12,4,12,5,4,28,8,33,3,3,6,4,3,3,15,31,8,4,7,35,13
2018-03-31,41,11,2,9,7,6,21,166,8,0,13,4,120,3,6,29,9,16,12,10,6,6,8,4,16,5,8,8,37,7,10,6,15,8,5,71,6,14,9,4,51,7,6,9,6,9,42,10,18,11,9,5,7,11,6,9,7,15,12,4,27,8,7,4,23,59,15,10,7,7,9,19,12,5,20,5,3,36,9,21,8,13,5,11,65,16,27,4,8,20,6,6,5,13,46,10,2,15,49,29
2018-04-01,39,9,7,5,3,5,29,123,12,10,16,12,96,2,4,17,9,6,4,13,8,8,6,5,8,6,4,5,33,3,8,4,10,9,3,80,8,13,5,12,33,10,5,7,7,4,36,10,16,5,25,7,5,10,2,3,4,29,4,6,8,2,10,4,43,49,4,6,10,8,6,19,6,3,15,5,7,30,13,15,7,17,8,8,49,13,52,5,7,9,3,7,6,24,43,14,6,9,49,27
2018-04-02,16,8,2,9,1,5,20,122,10,10,16,7,71,2,4,16,24,4,9,5,9,10,4,5,12,13,3,3,30,9,16,5,9,10,0,53,2,11,3,10,42,5,14,5,7,1,31,5,8,3,34,3,1,6,6,11,3,24,6,7,17,7,16,6,22,34,8,7,13,14,2,10,2,1,16,2,12,12,11,15,7,18,2,9,39,14,27,7,4,15,13,4,4,15,43,14,5,7,32,22
2018-04-03,55,0,4,7,4,3,24,111,11,7,11,5,89,9,12,21,18,10,4,15,4,10,4,6,9,8,7,8,36,3,7,12,3,21,6,90,6,7,5,15,37,7,1,11,11,6,30,6,13,10,4,6,5,7,4,7,3,24,4,5,26,6,5,13,16,52,8,5,11,7,9,4,7,4,32,4,7,29,15,9,11,24,5,11,37,22,14,4,6,12,6,6,5,20,40,7,7,2,49,27
2018-04-04,19,4,6,3,1,2,9,19,4,5,6,3,26,5,1,14,13,2,2,6,5,3,2,2,2,3,5,1,17,2,8,2,1,4,4,32,3,5,2,2,14,1,1,3,5,1,11,7,5,2,1,3,2,2,2,1,2,11,3,2,12,4,3,1,18,16,3,3,4,4,4,3,3,1,11,2,5,18,3,4,3,11,0,4,11,6,20,3,5,2,6,1,3,9,20,2,5,4,21,9
2018-04-05,19,4,4,4,2,4,22,2,10,2,4,3,41,2,1,14,10,11,6,5,5,7,4,2,6,2,5,5,36,2,7,6,4,4,1,38,2,5,2,7,24,2,4,3,2,5,17,6,6,5,25,1,1,2,5,3,6,15,0,6,15,3,5,9,19,23,0,1,6,7,2,13,5,4,12,6,4,19,12,4,0,15,2,8,16,11,24,6,0,3,6,3,3,7,30,12,3,1,24,14
2018-04-06,14,1,6,1,2,0,4,1,1,2,4,4,23,2,9,12,7,2,1,4,3,6,7,1,2,2,6,0,12,2,2,2,3,3,3,27,2,3,0,6,30,1,2,7,4,3,9,1,6,1,8,2,1,3,1,1,4,7,2,2,2,2,3,5,11,8,2,2,1,4,6,2,1,1,10,1,1,7,7,4,3,11,0,5,4,6,22,3,6,4,3,2,2,5,9,4,4,4,16,5
2018-04-07,17,7,3,4,2,5,24,7,5,2,3,4,34,0,1,10,3,8,5,2,3,3,1,3,2,3,6,2,22,1,5,0,9,3,3,35,1,4,1,1,10,4,4,5,1,2,11,6,6,5,9,0,1,2,3,3,1,11,2,1,8,5,3,2,23,11,3,0,4,2,5,3,1,7,9,4,4,16,4,7,0,6,5,2,12,4,43,2,0,3,3,1,4,4,21,5,5,4,16,10
2018-04-08,20,3,1,1,3,4,19,6,6,2,5,2,42,2,11,14,8,1,4,4,7,4,3,2,6,4,5,3,23,1,3,3,5,2,2,47,1,1,3,10,17,3,3,5,3,6,21,10,2,4,10,3,2,5,3,2,6,10,3,2,16,2,1,4,41,15,1,5,5,4,1,18,0,2,21,3,9,12,5,8,2,19,7,2,14,16,24,4,1,2,3,4,5,7,25,7,3,2,33,10
2018-04-09,23,2,1,0,1,2,16,5,6,4,4,1,19,3,4,15,14,6,3,4,4,8,5,6,2,1,5,3,14,1,5,3,5,4,2,24,2,2,0,3,13,1,4,3,1,5,13,0,3,3,3,1,2,3,3,1,2,8,2,4,11,1,5,7,9,5,4,1,1,1,2,4,1,1,17,3,7,20,2,7,0,16,2,3,10,9,13,8,2,2,5,3,0,6,29,3,6,1,25,16
2018-04-10,28,3,3,4,8,5,18,46,6,5,2,6,49,4,2,14,11,9,7,8,1,4,7,2,3,5,3,3,24,4,2,5,6,2,2,45,7,3,2,4,15,5,7,6,3,3,18,6,6,2,9,11,3,4,2,4,6,14,5,0,23,1,5,4,12,21,1,3,5,5,1,9,5,6,19,2,3,14,8,8,5,22,2,6,26,7,28,2,3,5,3,2,7,12,36,7,5,2,43,14
2018-04-11,19,4,5,2,2,0,24,3,6,3,2,4,47,4,1,13,4,5,6,7,1,1,3,7,1,5,5,2,27,8,4,5,3,0,3,32,2,1,6,2,28,4,5,5,2,1,12,2,4,3,6,2,2,4,4,7,5,15,10,6,13,3,1,4,30,21,4,3,5,7,1,1,5,3,24,6,7,16,6,10,1,13,2,4,18,11,40,4,0,0,4,6,6,3,38,8,3,4,35,10
2018-04-12,17,4,3,2,3,4,13,5,5,4,1,3,36,1,9,8,13,2,2,3,2,3,1,1,5,3,7,8,16,4,5,1,3,0,5,40,1,3,3,5,16,4,3,3,6,5,27,2,5,0,5,1,0,4,3,4,4,13,1,3,19,2,4,5,12,11,3,5,4,1,2,2,9,3,17,2,3,9,8,8,2,10,2,5,14,3,29,4,4,3,4,3,2,10,20,3,4,2,27,9
2018-04-13,22,3,2,7,4,0,19,29,6,4,2,2,62,5,2,8,12,4,3,5,6,4,0,3,5,4,7,7,19,2,3,4,6,2,7,47,3,8,3,8,14,2,3,3,3,5,21,5,7,4,2,11,3,8,3,1,2,15,5,5,13,5,2,6,41,28,8,4,5,6,8,7,4,1,25,1,9,12,3,15,3,18,1,5,34,9,37,1,2,6,4,7,3,8,17,22,7,6,44,15
2018-04-14,14,2,4,4,4,1,20,60,6,5,2,3,65,3,1,19,7,5,4,1,2,5,3,4,2,2,3,3,19,0,10,6,1,5,5,47,7,3,3,4,26,0,1,3,5,3,23,9,4,3,5,0,0,9,2,3,1,13,3,4,20,3,3,5,20,29,7,2,3,0,5,7,1,1,13,4,6,18,8,18,5,15,2,3,45,7,20,6,1,6,3,4,3,13,19,13,10,2,29,13
2018-04-15,18,5,3,5,5,4,23,131,19,5,12,11,70,4,1,15,25,11,5,11,8,5,6,6,0,4,3,3,32,0,8,8,3,5,3,54,6,3,4,13,28,7,4,4,4,0,38,7,7,8,0,7,7,24,3,3,3,21,6,7,24,3,5,7,21,37,4,2,8,5,5,14,4,5,17,2,3,17,7,4,5,11,6,3,57,6,38,5,1,11,8,5,5,12,36,13,12,10,36,27
2018-04-16,11,4,3,5,5,3,2,68,7,3,9,2,49,1,3,11,10,7,2,2,5,7,5,4,0,4,1,6,32,1,3,6,4,1,2,41,0,1,4,10,30,3,3,1,4,1,12,0,5,2,9,3,1,14,5,6,3,11,3,1,10,7,3,3,7,26,2,3,6,2,3,13,5,2,11,5,3,16,4,11,3,12,1,2,27,10,12,7,6,3,3,1,9,8,14,3,9,3,24,15
2018-04-17,29,2,3,8,3,4,11,95,6,4,9,1,61,2,1,17,14,8,3,10,3,8,8,2,5,1,6,3,21,8,7,7,8,4,8,49,4,7,3,13,28,3,2,4,3,5,11,6,5,2,3,3,2,5,3,0,3,22,3,1,16,3,10,3,8,43,1,9,5,3,4,4,3,3,6,6,5,12,10,9,7,6,3,10,41,6,15,5,3,5,8,5,5,6,27,10,6,5,23,18
2018-04-18,13,1,2,4,2,5,8,72,5,5,7,5,58,2,5,9,9,3,5,5,3,2,7,0,4,2,3,8,21,10,2,3,1,5,4,41,2,3,5,11,24,5,3,4,3,4,14,6,4,4,3,10,2,5,3,1,5,12,1,5,18,2,8,2,17,32,6,6,5,8,1,10,4,4,13,2,2,12,6,18,3,11,1,4,29,4,13,4,4,2,1,2,0,8,13,4,3,1,23,6
2018-04-19,15,4,5,6,1,5,14,35,4,3,4,3,52,0,2,16,10,4,5,5,2,6,8,3,4,3,7,6,27,3,3,3,5,1,7,31,5,4,1,10,25,8,5,2,8,3,19,4,5,4,7,1,5,8,3,1,2,14,5,3,10,2,5,10,15,16,4,2,5,5,4,5,5,4,12,5,6,12,5,11,0,20,1,4,32,11,11,3,3,6,7,3,0,7,24,4,8,6,40,24
2018-04-20,7,6,2,3,1,1,7,1,1,1,3,1,17,1,2,8,6,2,0,3,4,2,1,1,2,1,5,2,13,4,6,2,1,2,2,14,2,0,2,3,15,0,4,2,1,3,9,0,4,3,0,3,3,0,0,1,0,5,2,3,9,0,3,3,8,15,2,3,5,1,2,3,0,2,8,2,1,13,4,7,1,6,2,2,7,2,24,3,1,0,1,2,1,2,16,5,1,4,19,7
2018-04-21,2,2,3,0,3,1,3,18,5,4,2,1,36,6,1,4,7,1,2,6,2,5,1,2,2,1,2,0,12,3,3,1,4,1,6,35,3,1,6,4,22,1,3,2,0,5,17,3,4,4,4,2,2,1,0,1,4,15,0,4,11,3,4,6,26,17,4,7,5,2,4,3,1,1,14,3,3,4,7,2,2,10,4,6,15,2,21,3,1,3,3,1,2,7,12,3,0,2,22,8
2018-04-22,12,1,2,0,2,1,10,34,2,3,2,1,37,3,3,7,8,2,5,0,4,1,3,5,1,0,2,5,13,4,5,3,2,2,8,35,5,0,2,5,37,3,4,6,3,2,8,1,5,3,6,1,4,4,1,4,2,9,2,2,15,3,4,3,8,18,2,1,4,1,4,5,5,2,8,1,3,8,5,13,6,10,2,2,14,5,15,2,5,4,2,3,1,7,13,5,0,2,25,9
2018-04-23,4,2,0,2,0,1,7,7,1,3,0,3,20,0,2,12,9,2,2,2,0,1,2,2,3,2,1,3,14,3,1,2,1,5,1,29,1,0,4,4,23,6,4,1,1,1,9,2,2,2,4,1,3,3,2,2,1,12,2,0,14,1,1,1,3,9,2,2,2,2,2,3,0,0,7,2,3,12,2,2,3,10,0,1,6,4,3,2,1,0,1,3,1,4,17,1,5,1,10,8
2018-04-24,7,3,1,7,6,5,19,53,7,2,1,12,73,2,4,21,10,4,5,3,6,10,7,2,1,5,4,7,36,1,5,5,4,3,6,52,2,6,4,5,39,4,4,3,2,4,14,6,7,5,10,4,6,8,4,3,2,14,7,4,18,3,2,3,18,32,3,5,3,4,2,9,4,2,20,5,7,16,7,4,3,13,6,3,37,12,27,9,1,10,2,6,3,8,25,5,5,4,33,11
2018-04-25,5,3,3,0,5,3,21,66,9,8,2,2,44,3,1,25,11,8,4,14,2,7,4,2,5,5,3,8,26,3,10,4,2,6,5,48,3,3,3,3,25,4,0,2,5,1,23,4,2,1,7,2,3,9,10,2,4,15,4,4,8,3,4,7,15,34,11,6,3,3,6,4,3,2,9,5,6,20,6,11,1,14,2,3,32,8,10,4,3,7,7,9,2,10,16,5,3,3,35,17
2018-04-26,18,7,4,3,4,3,16,76,6,1,2,4,47,5,3,19,5,7,3,5,2,3,4,4,1,2,1,3,20,8,7,6,3,3,5,48,1,7,2,7,46,8,0,7,2,5,18,6,2,3,1,4,2,5,6,5,10,13,3,3,14,6,1,3,9,31,3,6,0,7,5,7,1,6,10,9,8,9,13,11,2,10,2,7,32,8,10,3,1,1,4,5,0,9,21,5,7,1,26,19
2018-04-27,25,4,4,4,2,2,20,39,8,6,8,6,59,6,7,14,6,5,3,8,3,7,2,10,3,1,5,0,35,3,4,3,3,3,4,39,2,9,3,5,23,3,5,9,2,3,22,5,2,3,9,1,1,9,8,9,6,24,3,7,11,6,6,7,20,30,4,7,11,1,3,8,1,7,22,2,8,19,9,5,1,14,2,4,49,4,29,3,3,7,9,5,3,9,29,4,12,2,33,21
2018-04-28,13,2,2,4,0,3,14,75,7,4,4,2,59,2,1,3,6,5,3,3,2,5,1,4,4,2,6,7,13,3,10,5,8,2,5,42,2,1,0,3,22,1,4,6,5,5,7,6,3,4,1,2,3,3,4,4,5,9,3,3,9,5,1,6,9,32,5,4,7,2,3,4,5,6,6,8,4,17,3,9,2,7,2,4,33,6,16,1,4,2,5,2,6,9,17,8,2,2,25,14
2018-04-29,6,7,2,4,1,1,10,67,8,4,1,3,45,1,1,4,14,4,2,3,0,6,3,5,4,2,8,4,14,2,7,1,3,4,4,40,1,4,3,3,22,5,1,6,1,1,4,6,2,3,4,2,3,3,2,4,1,18,3,2,10,4,6,4,12,19,3,1,2,5,3,3,3,0,6,2,5,11,12,5,0,9,0,3,30,12,26,5,1,5,0,2,8,10,26,7,2,3,22,12
2018-04-30,7,2,0,5,0,3,9,6,1,4,3,5,28,5,1,5,16,4,2,2,1,0,2,4,5,2,4,2,19,3,6,0,0,3,3,23,1,1,2,2,13,2,2,4,3,1,7,2,5,3,3,2,2,4,4,2,1,10,6,2,12,2,1,5,4,12,3,4,6,3,3,4,2,1,9,1,4,8,4,3,4,11,3,3,7,5,9,0,2,3,4,2,1,10,17,4,3,4,17,12
2018-05-01,18,3,6,4,2,3,13,3,5,2,4,3,43,7,4,13,17,4,6,10,4,6,5,3,2,7,3,8,37,5,10,2,10,5,8,40,8,3,7,2,35,3,1,5,2,3,14,9,3,3,4,3,2,3,4,2,2,10,4,2,27,2,3,3,18,15,4,8,3,1,3,10,4,2,25,2,3,13,5,11,3,24,4,3,19,4,28,6,6,3,2,4,1,8,22,4,5,3,26,17
2018-05-02,10,4,5,7,3,2,29,119,7,1,4,5,91,5,0,24,20,7,6,8,6,7,5,4,6,1,1,12,46,8,8,6,7,3,3,73,4,3,3,4,27,7,6,8,7,7,33,9,12,13,1,4,2,8,1,3,4,33,5,4,22,9,4,5,22,46,8,11,6,3,7,2,6,13,26,4,3,29,16,20,3,15,4,9,39,11,27,5,5,8,6,5,4,10,44,11,2,1,55,19
2018-05-03,44,3,3,8,4,4,20,1,1,2,6,0,31,4,2,11,12,14,6,6,1,4,6,3,5,2,1,4,20,3,4,4,3,5,3,41,5,3,5,3,44,2,9,4,7,5,10,10,6,9,4,4,9,1,2,2,10,10,5,2,8,6,10,4,17,15,1,4,3,3,1,4,5,2,15,7,3,19,6,6,4,13,3,2,24,5,28,4,2,6,5,3,0,12,23,5,4,5,26,7
2018-05-04,7,2,8,4,3,2,21,57,7,5,4,3,53,7,5,23,21,6,3,7,2,8,3,2,7,1,5,5,29,2,8,4,4,5,2,53,7,1,8,7,13,6,3,5,2,3,19,7,8,8,7,6,4,5,3,4,1,27,7,6,23,1,4,11,19,41,4,1,4,6,9,6,1,6,30,7,6,15,10,13,1,18,5,6,29,12,35,3,6,3,3,4,1,10,48,7,6,3,24,16
2018-05-05,13,4,5,5,2,6,14,52,2,1,1,2,47,1,7,12,10,5,1,3,1,4,4,2,4,2,2,2,31,0,3,3,6,4,5,36,4,1,4,2,18,5,1,9,3,3,13,2,5,7,2,1,1,0,3,1,1,10,4,1,16,1,5,0,8,34,1,4,3,5,6,5,1,0,10,3,4,16,4,3,2,16,3,6,17,5,14,1,7,2,5,6,1,4,13,6,3,2,16,14
2018-05-06,16,7,1,10,8,2,23,98,9,9,6,3,92,9,5,31,21,10,2,18,6,1,7,2,2,6,6,4,36,7,6,7,6,6,4,63,4,4,5,4,33,6,3,11,8,4,31,8,5,6,1,5,2,7,3,4,3,23,6,3,23,6,5,5,25,48,2,6,9,8,3,9,3,7,18,8,6,25,3,18,7,5,3,9,62,8,33,4,7,3,1,5,0,5,42,5,4,4,28,13
2018-05-07,18,4,2,3,2,2,18,37,4,4,4,4,67,3,2,17,17,5,11,7,7,5,6,2,10,6,5,6,20,7,8,2,8,4,5,45,4,6,8,4,20,7,9,5,5,7,19,8,1,7,4,3,7,6,5,7,6,21,2,2,13,4,5,8,18,29,7,8,5,9,7,4,2,3,11,4,4,25,13,6,5,13,6,6,33,4,43,2,3,5,3,3,5,5,28,8,4,2,34,27
2018-05-08,46,6,8,9,15,8,37,26,6,10,8,8,87,10,7,18,24,15,2,8,9,12,7,10,13,4,7,12,52,6,13,6,8,9,11,106,6,2,19,9,42,8,4,11,11,10,50,14,12,8,16,2,9,8,8,6,8,28,7,4,21,6,7,13,25,41,5,13,6,3,10,21,9,3,19,7,8,37,15,67,6,18,7,11,32,20,60,4,3,11,27,9,6,21,71,20,13,2,68,23
2018-05-09,27,7,1,1,8,5,26,38,13,5,8,4,64,5,0,20,11,11,2,6,2,2,4,1,4,2,4,7,34,10,12,6,12,5,9,60,1,4,4,3,34,5,7,5,18,9,34,9,9,5,15,4,1,4,6,3,4,16,6,4,29,4,3,5,40,20,7,14,8,8,5,11,10,3,13,4,9,16,11,11,3,18,4,5,31,16,30,7,6,10,3,4,6,14,50,9,3,0,36,19
2018-05-10,10,4,4,4,3,7,16,71,5,5,4,13,61,4,2,7,13,8,4,12,3,2,1,2,3,0,2,5,20,1,3,2,3,8,4,46,5,6,4,3,23,5,2,8,4,6,18,3,4,8,7,4,6,4,3,7,4,12,7,1,9,3,2,7,15,32,6,9,1,4,7,11,3,5,13,1,7,15,5,7,1,14,3,8,23,6,17,1,0,3,4,1,5,10,32,7,4,5,30,8
2018-05-11,28,7,6,8,3,3,28,50,13,5,3,4,66,3,5,20,10,10,4,6,6,4,1,5,6,6,3,6,25,4,11,4,6,6,5,58,2,8,4,7,49,7,8,3,4,16,17,7,10,6,20,5,9,4,3,2,3,22,9,7,16,2,8,8,24,28,7,5,5,2,5,7,3,2,11,6,5,21,13,14,4,19,5,6,36,7,30,5,3,11,3,5,10,14,49,4,11,7,36,23
2018-05-12,11,3,5,4,1,6,13,10,3,3,2,4,23,2,0,9,6,2,3,4,6,3,2,1,6,3,0,4,18,3,2,4,4,2,3,14,3,2,3,0,15,1,4,0,1,3,11,3,5,1,9,1,3,0,2,1,5,3,1,3,8,3,8,4,18,11,2,4,1,3,2,4,2,2,11,2,5,10,5,8,2,11,4,4,5,1,26,3,2,3,3,2,3,5,14,5,1,0,15,12
2018-05-13,22,11,4,4,1,3,22,33,6,7,2,10,75,4,3,15,12,8,3,3,4,2,4,4,3,3,1,6,33,1,6,2,8,4,3,45,3,6,2,3,23,4,6,5,11,4,25,2,7,6,24,3,3,4,2,5,5,10,10,7,20,7,2,5,48,25,3,4,9,5,10,7,14,1,16,5,5,31,8,4,0,11,5,5,41,20,40,7,4,7,5,3,3,9,30,6,3,3,45,16
2018-05-14,46,8,6,17,8,8,22,384,18,14,9,9,186,8,3,30,50,18,9,16,8,8,15,10,14,4,2,10,38,8,16,6,14,8,13,127,11,11,10,12,64,11,18,11,20,17,45,11,13,7,29,7,12,13,30,92,10,56,10,8,18,7,9,9,30,93,4,24,6,17,12,12,12,13,16,8,61,41,25,17,4,35,7,12,125,20,38,12,27,16,17,6,5,37,46,27,17,11,68,57
2018-05-15,29,7,4,6,4,5,27,54,4,1,2,6,74,8,2,23,21,8,5,4,3,7,4,3,6,7,6,5,30,4,5,3,4,6,5,32,8,11,7,9,21,5,9,4,8,2,17,7,4,10,19,2,3,11,4,14,5,15,1,3,21,4,10,5,26,35,4,3,3,11,4,7,6,1,10,6,19,11,8,6,4,23,3,3,33,7,30,10,5,5,14,7,3,14,27,9,4,2,36,27
2018-05-16,15,6,3,8,5,5,21,12,7,6,7,3,34,3,2,18,9,2,3,5,7,5,7,3,3,7,2,5,23,1,9,3,8,4,1,46,3,5,4,4,26,3,8,2,1,6,13,11,7,6,16,2,5,2,3,5,2,20,5,3,10,5,2,9,12,12,3,4,2,3,3,4,1,0,7,8,4,19,7,4,5,18,4,4,15,11,12,5,0,7,7,6,2,9,22,3,4,2,28,12
2018-05-17,3,4,1,2,0,2,4,14,2,5,0,0,23,2,3,7,6,1,7,6,3,2,0,1,0,0,1,2,11,5,2,8,4,1,6,27,1,5,1,1,21,3,1,2,2,3,8,5,3,0,12,4,3,4,1,1,3,9,3,1,8,5,4,3,6,8,4,1,1,6,3,4,1,2,5,3,3,4,4,1,0,17,4,1,17,7,16,2,2,5,3,2,2,3,9,3,3,3,13,13
2018-05-18,7,1,3,3,2,1,23,11,8,6,7,7,31,2,3,15,10,6,2,5,6,1,2,6,3,4,3,6,41,2,4,5,3,6,6,41,1,0,3,2,10,5,7,10,6,5,20,2,7,5,9,4,2,8,6,4,3,13,0,3,18,2,2,2,15,21,1,4,4,6,5,8,0,3,28,5,3,13,4,24,2,7,4,3,19,6,21,7,5,8,4,6,6,11,15,3,3,3,31,14
2018-05-19,2,2,0,2,0,1,7,0,4,2,2,1,15,3,0,10,2,2,4,1,0,0,3,4,1,2,0,1,10,1,1,3,3,2,3,26,0,2,1,3,9,3,1,0,2,1,9,2,3,2,5,0,0,3,1,1,1,7,3,1,12,2,1,0,4,4,0,7,1,0,2,2,1,0,4,2,1,4,1,6,0,5,1,1,12,1,5,3,2,3,0,1,3,3,15,4,3,1,19,4
2018-05-20,5,4,1,1,5,2,5,59,3,4,3,4,41,1,2,4,5,4,2,2,0,6,3,5,12,2,4,4,19,1,4,5,5,3,6,46,6,6,5,3,36,4,2,3,0,6,34,3,4,2,5,1,1,2,0,3,2,9,5,0,20,2,2,6,22,19,1,9,0,3,5,4,3,3,12,5,3,14,4,10,4,7,3,3,24,7,11,2,2,7,2,3,5,11,30,3,9,1,17,4
2018-05-21,5,1,1,5,1,0,6,18,4,1,1,1,27,0,2,8,11,2,3,2,1,2,1,2,3,0,7,3,10,2,7,1,0,2,1,40,1,3,1,0,31,4,3,0,4,4,15,3,0,1,6,2,0,4,2,0,2,7,1,3,4,3,3,3,7,17,1,2,1,1,2,0,3,3,9,4,4,8,2,8,2,14,1,0,8,2,4,0,2,2,5,3,1,8,15,2,0,2,20,11
2018-05-22,7,5,3,5,5,2,21,3,10,5,1,9,41,9,2,20,14,9,7,7,1,11,1,5,8,9,5,7,41,5,7,8,2,3,10,50,4,5,8,2,21,10,9,6,10,5,30,4,8,5,27,2,5,8,4,6,9,8,5,7,30,8,9,7,17,28,4,12,8,7,3,3,5,5,31,4,3,28,11,52,4,22,5,2,27,8,27,5,3,1,12,7,4,4,39,8,3,1,33,23
