"Date","Topic1","Topic2","Topic3","Topic4","Topic5","Topic6","Topic7","Topic8","Topic9","Topic10","Topic11","Topic12","Topic13","Topic14","Topic15","Topic16","Topic17","Topic18","Topic19","Topic20","Topic21","Topic22","Topic23","Topic24","Topic25","Topic26","Topic27","Topic28","Topic29","Topic30","Topic31","Topic32","Topic33","Topic34","Topic35","Topic36","Topic37","Topic38","Topic39","Topic40","Topic41","Topic42","Topic43","Topic44","Topic45","Topic46","Topic47","Topic48","Topic49","Topic50","Topic51","Topic52","Topic53","Topic54","Topic55","Topic56","Topic57","Topic58","Topic59","Topic60","Topic61","Topic62","Topic63","Topic64","Topic65","Topic66","Topic67","Topic68","Topic69","Topic70","Topic71","Topic72","Topic73","Topic74","Topic75","Topic76","Topic77","Topic78","Topic79","Topic80","Topic81","Topic82","Topic83","Topic84","Topic85","Topic86","Topic87","Topic88","Topic89","Topic90","Topic91","Topic92","Topic93","Topic94","Topic95","Topic96","Topic97","Topic98","Topic99","Topic100"
2017-11-09,26,1,3,4,1,1,15,2,9,7,2,4,35,6,1,9,27,2,2,5,3,1,2,4,4,2,3,4,17,0,3,4,4,4,2,27,4,5,2,6,14,1,3,2,6,4,6,2,2,1,22,2,1,2,2,4,4,14,4,0,10,4,1,8,8,18,1,2,2,1,3,6,3,5,14,0,0,12,6,8,5,26,3,8,15,6,11,4,4,3,5,4,2,3,21,11,4,2,30,14
2017-11-10,15,4,5,6,3,1,36,1,4,6,1,8,59,7,2,15,14,4,7,6,3,3,7,2,8,3,3,4,34,1,9,5,4,5,4,56,4,9,1,7,23,8,2,5,2,3,30,9,2,3,24,4,3,4,6,6,4,27,5,1,24,2,4,6,56,28,3,5,3,3,8,10,6,3,19,5,13,25,9,9,5,14,13,14,25,15,30,0,5,4,3,4,1,7,42,3,12,5,30,18
2017-11-11,14,8,4,5,2,7,25,54,11,4,3,10,63,6,4,16,12,5,4,10,9,3,7,7,5,3,2,5,34,14,4,6,12,10,6,65,5,2,7,14,20,9,5,15,8,6,27,5,4,8,15,3,8,4,7,11,5,22,4,3,33,14,4,9,31,43,6,20,8,7,8,7,3,1,31,4,10,18,10,11,10,10,9,4,25,8,42,4,4,5,8,5,2,12,34,9,9,12,47,25
2017-11-12,15,7,9,14,6,8,29,94,11,5,2,15,112,7,2,23,19,9,2,9,6,6,7,8,6,3,13,4,60,6,9,7,11,13,9,103,5,6,6,12,49,6,9,16,10,7,47,11,18,11,23,4,7,11,8,13,8,27,6,4,45,6,5,9,31,55,6,3,11,10,17,11,9,3,30,3,13,28,4,26,7,28,11,7,41,39,28,7,11,8,6,8,8,14,36,11,14,4,58,19
2017-11-13,19,7,4,4,2,2,24,37,9,4,7,4,63,12,2,12,43,5,4,7,7,4,5,0,2,2,6,7,31,2,8,4,5,9,3,47,0,4,0,7,23,5,7,7,5,5,23,7,13,2,10,8,3,9,2,2,8,21,4,8,27,6,11,7,21,40,10,4,1,3,10,5,10,4,19,7,3,12,7,8,3,19,5,6,18,16,35,6,3,4,6,15,5,9,31,9,4,7,51,12
2017-11-14,12,2,4,3,3,3,22,23,5,4,5,6,58,4,2,13,34,5,3,8,9,9,6,3,6,8,8,6,29,3,4,4,5,13,12,54,5,13,7,1,20,3,7,8,6,4,13,6,14,2,26,10,5,6,3,3,4,14,7,1,29,5,3,4,23,24,6,9,11,3,10,9,4,4,11,3,4,15,4,8,4,13,7,5,19,13,34,4,3,5,6,8,2,15,23,1,6,2,45,23
2017-11-15,13,6,5,2,3,5,30,16,8,10,1,3,77,5,1,29,15,9,1,10,5,4,10,4,2,4,4,5,34,5,8,7,7,7,9,48,3,6,1,4,25,2,8,2,3,6,22,12,7,5,11,6,5,5,4,8,3,14,7,5,19,7,3,9,29,33,6,9,4,3,11,9,4,2,22,3,5,25,10,11,5,22,4,9,32,10,34,2,4,2,4,6,2,14,32,12,3,8,39,15
2017-11-16,3,5,2,18,2,3,21,41,6,6,6,5,53,3,1,30,18,2,0,6,3,4,3,3,3,4,2,8,19,6,1,4,5,15,3,40,2,1,4,6,17,7,4,1,18,5,16,10,6,3,43,2,2,3,2,4,12,15,10,1,7,3,1,10,23,33,2,1,10,15,3,3,5,15,24,5,8,15,9,14,5,21,2,5,40,15,41,4,3,4,5,1,4,6,24,6,5,7,50,9
2017-11-17,12,7,0,16,10,3,23,8,6,7,2,3,44,8,3,13,7,4,3,6,2,0,3,4,4,5,0,5,37,3,5,7,3,8,6,47,4,6,7,5,33,2,12,5,9,3,22,10,12,1,30,1,4,6,6,3,5,19,13,3,22,8,1,8,47,18,0,9,6,8,8,4,3,3,34,1,5,13,5,14,8,20,9,8,17,18,37,1,2,5,5,2,7,12,32,5,2,5,40,11
2017-11-18,3,6,5,6,2,1,12,24,2,7,3,6,35,7,2,9,3,1,1,0,11,1,2,2,1,1,5,0,25,2,8,4,2,3,2,28,0,4,3,0,22,5,1,2,2,2,6,4,1,6,14,5,3,4,5,3,5,2,0,3,7,4,2,1,7,11,4,4,1,5,4,7,2,3,17,0,5,20,4,5,1,17,3,3,14,8,13,5,1,2,5,1,1,6,10,4,3,6,16,11
2017-11-19,4,2,3,5,1,4,13,5,2,2,4,0,30,7,0,9,5,4,3,2,2,1,2,4,3,3,1,7,15,1,8,2,3,4,5,21,2,1,6,4,20,3,2,4,3,6,20,2,7,2,12,2,3,3,0,3,6,7,4,3,19,3,6,2,9,15,3,7,2,3,2,2,1,0,16,2,0,11,5,11,1,13,4,10,10,8,12,1,3,3,3,0,2,5,19,4,7,4,25,9
2017-11-20,5,2,10,5,5,1,15,16,6,4,3,7,42,7,1,19,13,3,4,7,4,10,7,4,4,1,3,5,32,6,4,1,7,6,4,49,3,4,4,3,15,5,5,8,3,3,22,4,5,5,13,4,5,5,3,2,6,12,7,5,24,0,4,5,26,18,4,7,6,7,6,11,3,3,52,6,5,16,4,8,8,10,15,8,25,16,24,4,9,7,4,4,3,8,32,3,10,7,35,15
2017-11-21,6,5,3,7,2,3,19,7,7,5,3,5,46,6,3,11,7,4,1,5,4,2,2,0,5,1,4,8,23,4,2,1,11,3,8,25,5,3,4,6,12,3,8,3,4,5,18,6,3,0,17,5,5,7,3,7,12,9,5,4,23,5,3,6,16,11,4,6,2,2,2,8,1,6,22,1,10,10,6,10,1,25,4,4,10,10,14,4,6,4,1,3,4,3,29,6,2,3,30,15
2017-11-22,11,0,3,10,3,4,14,1,6,0,1,1,42,6,7,23,17,7,3,2,1,8,5,6,5,3,10,5,27,4,7,5,7,1,5,34,0,7,7,4,29,2,5,6,7,3,20,9,12,2,22,1,5,3,5,8,7,18,3,1,13,2,4,5,27,19,2,2,6,6,1,2,3,2,13,11,2,12,12,19,5,27,5,2,14,17,27,1,12,2,5,0,3,13,29,7,5,4,27,19
2017-11-23,12,5,5,4,0,4,12,14,6,1,1,6,46,4,3,19,13,5,5,10,1,2,3,6,2,10,2,10,16,6,3,8,2,3,7,32,2,3,2,4,18,4,4,10,3,2,24,3,11,3,18,3,4,6,7,5,5,14,7,1,25,3,6,10,22,21,3,5,2,7,3,10,2,4,17,3,2,12,4,16,2,12,5,7,13,9,31,6,2,4,5,6,4,11,26,5,4,5,43,11
2017-11-24,20,3,3,4,1,5,17,32,4,2,4,2,44,3,4,13,8,7,2,8,0,2,4,2,4,2,5,6,25,5,8,6,7,4,4,47,3,7,12,1,38,8,5,8,3,10,23,4,6,5,40,0,2,5,1,7,1,21,4,4,13,12,4,6,53,16,3,4,5,3,7,9,2,7,12,2,5,19,9,22,1,12,14,8,33,12,21,3,8,9,4,6,4,9,26,10,4,5,28,12
2017-11-25,19,4,5,3,3,4,18,8,4,5,3,2,50,3,3,16,6,7,6,4,6,6,2,2,3,0,2,5,23,0,2,4,2,6,10,35,3,4,1,3,28,1,2,1,4,5,22,5,4,5,14,1,8,4,3,2,3,19,7,0,15,2,5,8,12,16,5,7,4,6,8,6,4,1,23,3,1,19,5,13,8,16,4,5,17,12,33,4,5,3,1,2,2,7,34,4,3,5,32,19
2017-11-26,19,2,5,1,2,2,11,2,9,3,2,7,39,2,3,13,18,8,2,3,3,7,0,4,5,2,9,8,34,2,5,2,2,0,1,30,7,6,8,8,20,5,6,7,2,3,23,4,6,4,19,7,2,3,5,4,2,13,4,1,14,5,5,8,14,19,3,5,6,2,4,4,3,6,20,1,1,10,6,13,2,20,4,4,19,21,22,6,3,6,8,2,4,9,15,5,3,3,23,15
2017-11-27,25,2,4,4,2,4,11,17,6,5,9,7,48,2,5,15,16,1,1,6,9,2,8,3,1,3,5,7,23,2,3,6,8,5,3,33,0,2,3,5,25,4,6,5,7,7,14,2,6,3,18,5,5,3,5,6,2,8,10,8,24,4,1,6,11,12,10,6,5,2,3,7,7,4,13,3,3,12,10,11,2,16,1,8,16,12,18,2,4,1,11,4,5,10,17,2,7,3,18,18
2017-11-28,32,6,6,4,1,2,24,9,8,3,7,5,54,4,9,8,27,13,1,5,10,7,8,6,2,9,7,8,36,6,1,3,2,3,6,49,4,4,4,8,34,4,6,5,9,10,28,12,12,4,133,3,11,6,7,2,7,21,9,5,15,2,5,7,38,23,6,10,5,9,9,14,7,3,11,7,5,29,6,10,5,32,4,8,38,17,31,5,6,2,3,9,11,16,42,4,5,3,43,28
2017-11-29,46,8,9,5,6,13,16,8,9,5,6,3,57,14,4,16,10,7,11,5,5,7,7,3,7,3,5,10,29,4,26,5,4,7,9,66,4,10,5,6,44,3,10,9,4,9,29,11,5,5,56,7,10,6,6,5,7,17,11,3,23,3,7,8,11,28,2,11,8,8,4,8,4,4,25,7,15,30,3,16,11,22,7,4,34,23,36,9,4,8,4,12,12,10,34,5,6,4,24,14
2017-11-30,45,10,6,5,4,3,13,4,7,5,6,8,70,6,6,28,11,7,5,6,6,11,5,4,9,6,4,3,43,3,14,6,12,10,2,65,3,6,3,2,23,11,4,9,7,5,23,7,10,5,175,2,7,7,5,6,5,25,9,6,18,6,12,5,33,24,2,10,14,1,5,8,3,3,17,8,3,23,14,17,6,23,2,5,22,25,27,9,3,3,5,1,8,15,35,2,10,10,31,13
2017-12-01,35,7,17,6,9,15,24,8,11,5,6,4,58,3,2,10,18,5,4,11,3,4,5,4,1,4,11,4,35,6,10,5,4,8,4,51,1,5,5,4,24,6,4,9,14,7,23,9,9,7,124,1,2,2,2,4,4,15,5,2,18,4,4,7,11,26,6,11,6,5,6,10,3,3,22,2,4,22,13,16,6,27,5,2,30,13,42,5,2,8,2,9,7,6,29,7,4,11,37,18
2017-12-02,26,24,3,8,29,1,9,208,6,18,0,9,76,5,5,11,5,6,5,6,7,3,8,4,4,5,3,11,29,7,2,6,6,4,9,58,7,1,1,9,25,3,5,15,7,8,30,3,12,3,14,4,1,4,4,1,9,10,3,10,15,7,9,3,14,38,4,14,8,12,4,2,6,1,15,5,8,22,7,27,1,14,7,1,35,7,8,4,1,3,3,1,7,12,22,8,7,10,44,26
2017-12-03,24,8,3,2,10,6,25,44,3,3,9,2,67,4,2,24,15,10,6,7,1,1,8,6,7,3,4,9,33,7,16,7,3,3,5,75,2,7,11,10,28,4,8,8,5,5,69,4,6,7,15,7,3,4,5,3,5,17,7,4,26,3,5,8,25,27,2,11,6,9,7,12,6,4,18,3,41,43,11,99,7,13,7,5,39,14,35,3,6,5,3,6,10,18,37,5,6,6,57,13
2017-12-04,36,8,7,6,8,11,21,13,5,8,5,3,59,7,3,20,9,4,7,6,6,9,2,7,6,5,7,13,41,6,6,4,7,6,5,53,11,5,3,4,28,11,8,7,3,5,24,7,7,7,81,4,3,3,4,5,7,21,4,7,24,3,7,10,20,22,7,14,9,15,6,7,6,6,14,3,5,37,11,25,4,37,6,5,23,20,22,6,8,5,9,7,9,10,25,3,3,6,39,24
2017-12-05,49,4,10,2,6,8,12,54,3,7,0,6,75,9,4,25,19,5,11,16,4,8,7,4,7,9,2,9,36,2,11,10,13,3,7,70,6,10,6,4,40,8,6,7,11,3,29,8,7,8,15,5,4,7,3,5,8,21,3,4,25,4,6,3,16,29,11,8,10,9,5,11,4,5,17,6,2,20,9,19,6,27,4,8,36,12,26,6,12,4,8,3,7,11,42,2,6,7,38,19
2017-12-06,55,3,6,10,10,3,33,75,9,7,11,7,96,8,6,25,30,17,4,11,4,3,6,7,7,7,4,11,46,3,11,12,5,3,8,80,6,8,9,6,44,11,11,11,5,7,56,15,18,6,16,10,12,6,6,8,2,18,6,7,29,6,15,8,26,40,1,6,11,12,10,11,5,5,50,8,14,48,15,32,6,35,6,7,43,18,43,10,14,6,11,10,4,22,41,5,13,5,48,22
2017-12-07,24,4,6,3,6,7,27,8,10,8,4,5,75,6,3,18,17,3,8,11,2,1,7,6,13,3,6,7,32,5,4,11,10,0,11,65,10,7,4,11,30,9,10,5,9,10,26,8,7,7,16,6,2,7,3,7,7,14,9,3,29,2,4,8,27,32,2,13,4,5,9,6,8,4,26,5,6,17,12,17,5,24,8,13,32,10,50,7,3,5,4,4,3,19,35,12,6,5,46,19
2017-12-08,25,5,4,6,4,4,15,8,5,6,3,7,56,8,2,16,16,5,3,10,7,6,4,3,3,5,6,9,28,4,8,7,6,4,6,35,9,5,5,6,32,2,9,3,10,6,32,1,6,2,16,9,4,10,9,6,8,12,10,6,14,4,2,2,19,16,5,3,5,6,6,6,4,4,26,5,6,25,5,16,3,34,1,5,21,12,33,6,6,4,6,7,8,11,29,5,5,7,27,22
2017-12-09,46,15,8,8,6,6,36,78,18,13,4,6,85,16,4,24,22,10,12,12,12,10,15,8,5,5,10,18,65,3,7,10,12,8,22,84,10,4,4,11,28,5,4,7,21,10,62,5,10,7,15,7,1,5,3,6,7,31,12,13,26,6,5,5,26,47,4,13,13,5,4,10,7,3,25,5,7,31,17,25,4,25,7,6,47,21,49,4,5,3,8,4,8,16,58,9,6,5,57,21
2017-12-10,38,5,5,2,8,12,27,68,8,10,3,4,82,8,4,20,17,11,8,8,13,11,4,8,7,6,4,9,63,11,7,11,17,8,6,83,2,12,8,20,50,4,6,6,11,13,61,12,10,14,101,7,4,8,8,11,8,22,17,9,27,2,9,8,26,46,5,16,7,9,11,16,11,16,24,9,5,35,12,31,8,37,11,23,50,33,43,4,11,13,12,7,5,19,54,7,12,10,46,30
2017-12-11,27,6,7,10,4,2,21,44,12,10,4,2,63,7,9,24,19,5,5,13,8,7,6,4,12,3,4,14,42,5,7,5,11,4,3,57,4,8,11,15,29,6,6,6,12,2,44,8,6,9,29,4,4,7,3,7,7,9,10,7,35,8,8,10,28,27,3,10,5,10,6,8,15,5,44,8,7,25,7,32,1,23,6,18,26,20,40,7,9,6,14,8,7,13,31,9,6,8,31,28
2017-12-12,42,13,5,7,9,9,20,22,14,6,8,14,64,6,5,25,16,4,9,10,10,7,4,5,10,10,3,7,50,7,12,5,12,7,6,58,13,10,14,15,39,4,9,7,8,10,33,12,17,12,53,6,3,8,9,7,11,17,8,6,21,8,11,9,24,29,6,5,7,7,10,7,6,6,33,6,6,37,13,35,6,30,6,12,31,27,40,7,11,3,6,4,4,14,29,5,13,7,50,20
2017-12-13,53,8,1,7,2,1,21,42,15,5,5,4,63,8,1,25,22,2,4,6,2,7,6,6,7,5,7,12,38,3,9,7,4,9,7,66,2,3,4,7,38,6,6,9,7,8,24,7,11,3,18,5,5,6,5,5,6,13,2,5,16,8,12,7,14,23,10,6,4,6,7,8,4,3,18,3,6,30,12,14,5,24,4,6,34,12,20,6,0,9,2,9,6,13,27,15,10,7,39,14
2017-12-14,30,6,3,4,5,1,30,15,6,1,5,10,60,17,2,17,14,5,6,10,3,9,4,7,3,4,13,10,66,2,7,7,9,1,8,56,6,3,7,9,15,17,7,3,6,2,21,7,15,7,35,5,5,1,4,6,2,22,13,7,21,5,11,10,45,26,4,5,12,8,8,13,9,9,17,8,7,17,12,13,2,24,9,7,21,18,42,6,7,6,3,0,8,10,30,11,5,9,60,19
2017-12-15,27,1,2,4,2,4,21,5,4,3,4,8,65,7,5,7,11,8,3,1,6,6,3,10,2,1,4,7,31,8,8,5,3,3,5,54,3,5,4,5,22,4,11,5,4,7,41,4,4,4,17,4,3,7,4,7,7,21,2,7,13,2,7,4,33,19,5,8,4,3,8,13,6,7,16,4,3,17,10,22,1,12,6,10,29,24,21,1,2,9,6,2,5,14,19,10,3,1,43,16
2017-12-16,15,4,3,4,1,1,13,4,5,4,2,3,32,9,1,12,5,1,0,3,1,4,6,4,5,1,1,3,14,6,5,6,2,6,5,44,0,3,0,5,20,4,1,1,0,3,18,9,3,5,5,4,5,1,7,6,1,8,5,6,9,3,2,7,13,13,3,2,3,5,6,12,1,2,13,2,2,13,7,8,0,11,3,6,5,3,12,2,2,3,7,6,6,10,22,1,2,2,22,17
2017-12-17,38,10,7,30,6,16,51,50,9,9,15,6,123,7,5,22,15,3,22,24,10,13,7,11,5,4,8,26,54,27,15,10,12,16,17,107,4,8,11,12,25,12,10,9,8,8,48,4,10,5,7,11,8,22,16,3,6,39,9,10,30,14,14,12,76,67,6,12,12,13,20,41,16,12,22,13,10,41,12,60,11,24,7,14,57,20,92,15,6,10,13,10,19,19,57,23,9,16,101,37
2017-12-18,27,3,7,8,3,2,23,25,9,9,6,6,78,4,8,11,12,9,5,13,18,6,6,2,6,5,7,5,40,2,7,13,2,5,6,60,4,4,8,2,23,7,4,5,5,5,29,8,5,4,11,3,1,8,3,3,9,26,3,7,25,1,8,5,36,34,5,10,5,6,2,8,12,5,22,4,2,19,10,12,1,12,6,7,42,15,62,7,1,7,10,3,3,12,39,19,4,3,53,15
2017-12-19,61,9,7,5,7,4,17,18,14,6,8,10,100,3,6,21,19,7,10,13,8,10,9,4,5,5,5,8,42,14,11,8,6,6,11,84,2,4,12,10,38,8,9,10,9,12,65,6,11,6,19,6,3,10,1,9,8,13,4,4,21,4,7,9,25,31,6,14,9,5,8,14,11,5,41,3,4,31,10,42,2,24,6,5,37,29,39,8,5,10,6,7,4,17,52,10,6,3,56,24
2017-12-20,57,25,11,11,6,10,78,23,13,9,15,30,194,12,12,30,22,13,10,22,1,13,10,13,18,7,10,20,95,10,19,20,16,5,15,128,11,11,9,17,58,11,10,20,13,13,48,15,18,6,29,10,8,11,8,19,9,56,10,15,46,9,9,20,80,69,13,20,10,8,27,29,24,7,39,19,9,51,20,52,10,34,12,18,78,27,110,17,11,12,14,10,14,35,83,18,23,5,158,41
2017-12-21,82,19,8,16,4,10,51,64,16,6,3,15,179,13,7,35,33,17,14,15,13,14,7,4,13,6,15,18,79,22,12,14,17,13,15,139,10,10,16,9,57,12,8,8,8,5,82,12,25,17,36,9,9,6,9,10,12,46,9,11,44,6,16,19,62,75,11,16,18,15,13,28,13,2,32,10,8,63,17,62,9,27,7,26,44,29,77,14,10,15,13,11,11,23,58,11,13,6,89,38
2017-12-22,54,4,8,19,8,4,50,62,19,5,8,9,155,14,5,36,25,5,12,16,22,2,6,10,13,15,6,11,74,6,20,12,22,13,6,126,14,9,8,20,50,13,13,20,14,13,78,11,12,16,37,13,5,16,3,14,13,57,11,13,40,6,6,13,71,62,5,28,13,15,11,23,13,11,31,6,9,55,23,37,10,22,15,36,60,19,68,9,20,7,12,9,14,21,55,15,5,10,105,30
2017-12-23,70,12,11,12,5,2,51,128,20,4,8,6,152,11,6,33,34,18,8,16,12,9,40,14,7,8,6,14,57,3,10,9,22,16,14,127,5,9,9,11,46,6,10,13,12,12,60,14,13,9,24,4,7,8,12,6,8,42,8,6,28,6,14,12,47,63,4,17,10,17,9,10,8,4,38,10,5,47,21,33,12,20,4,18,74,14,89,8,12,10,9,8,13,29,64,20,7,7,84,33
2017-12-24,35,5,6,11,2,10,47,179,20,7,10,4,164,9,3,32,26,23,7,16,11,13,21,8,13,2,4,9,68,5,8,10,17,5,8,133,8,5,5,10,42,12,7,9,5,9,58,16,12,10,25,3,6,14,6,3,5,50,2,8,38,10,10,11,42,73,10,11,19,14,10,13,8,1,18,11,7,37,29,24,5,16,3,11,54,28,67,17,3,5,9,2,9,16,53,8,12,1,81,36
2017-12-25,40,4,9,4,3,2,16,6,2,5,1,0,62,4,0,10,5,4,4,10,1,3,2,1,10,2,2,5,17,2,5,6,2,2,3,33,1,3,4,4,22,3,2,2,14,5,12,3,3,3,21,1,3,3,2,2,3,17,1,0,7,0,2,5,10,18,4,9,4,1,5,6,2,4,7,5,3,20,9,14,3,7,1,5,13,9,22,3,1,7,3,3,9,12,21,5,4,3,40,11
2017-12-26,49,1,7,3,8,5,18,14,2,3,3,7,54,7,4,17,5,7,4,8,5,10,6,1,2,2,3,10,24,1,9,10,8,3,5,44,6,5,2,10,16,2,4,5,11,4,29,5,2,5,7,4,1,4,6,7,5,15,4,3,26,2,8,7,16,18,6,1,3,12,6,2,4,2,12,3,2,26,7,15,2,14,2,13,17,12,33,9,2,2,3,7,1,13,26,10,6,3,34,12
2017-12-27,60,5,4,3,6,1,18,36,5,2,2,5,54,5,8,23,9,8,6,7,2,7,6,4,8,4,4,4,25,5,17,4,6,7,3,67,6,3,10,4,12,7,2,5,4,1,17,9,10,1,10,3,4,5,3,3,9,11,8,4,7,4,5,7,17,33,12,7,7,2,5,12,3,1,12,3,2,21,7,17,2,9,6,3,25,15,12,2,11,3,4,6,6,8,23,11,3,10,25,25
2017-12-28,46,7,5,7,7,3,42,126,8,14,7,6,107,7,13,23,34,15,2,12,8,11,6,10,8,10,12,16,45,10,11,9,6,14,8,103,3,7,12,7,61,9,7,13,8,9,41,12,11,9,13,7,5,13,7,8,11,33,6,14,23,10,4,12,42,45,17,13,20,17,10,14,4,13,36,5,13,31,16,30,8,21,9,13,52,14,36,4,10,8,16,10,6,16,50,13,11,3,71,29
2017-12-29,50,8,14,7,7,12,54,113,14,12,8,11,131,13,16,31,30,17,9,20,8,7,11,6,10,15,6,10,46,10,15,9,7,12,36,115,10,16,10,12,30,11,9,6,4,6,53,13,15,13,40,7,9,11,9,7,13,55,15,18,33,10,10,12,103,103,13,10,11,9,23,14,17,8,27,10,4,26,12,15,11,22,13,10,93,18,157,9,7,14,10,5,7,28,74,17,3,14,103,37
2017-12-30,32,6,4,5,4,4,31,22,11,12,5,2,55,4,8,13,10,6,5,11,4,14,7,9,13,3,3,10,26,6,22,4,7,6,7,71,5,4,5,4,45,7,10,4,3,6,29,6,4,8,9,6,11,10,3,3,6,10,2,4,25,1,9,4,16,27,6,7,8,7,8,5,3,2,23,3,3,23,15,13,3,16,10,6,23,12,26,3,1,4,6,3,4,13,40,7,9,6,27,14
2017-12-31,29,1,6,9,3,6,38,79,7,7,5,10,85,5,6,29,17,8,6,8,6,12,3,7,5,4,2,12,49,6,7,8,7,5,7,81,8,8,7,5,53,9,3,8,3,6,47,6,13,5,28,4,4,9,5,3,7,22,3,6,24,4,5,10,24,46,5,11,5,5,4,6,7,4,23,6,9,25,7,31,7,28,4,5,40,12,16,6,6,4,6,4,7,12,44,9,8,8,57,21
2018-01-01,30,1,4,5,5,2,14,97,3,4,3,5,50,5,3,9,5,6,3,7,1,4,6,6,3,1,4,10,25,4,4,1,2,4,5,46,5,5,4,1,10,6,3,3,2,2,40,4,1,2,6,2,2,6,3,5,0,14,1,4,15,7,2,2,9,26,0,2,7,2,3,4,3,2,14,2,6,15,7,14,3,12,4,3,26,5,12,1,5,8,1,6,9,5,15,3,3,3,24,14
2018-01-02,59,12,11,9,6,7,51,91,6,6,6,7,131,9,6,32,26,24,14,21,7,5,9,32,14,6,8,18,73,5,11,14,10,9,8,115,5,12,6,10,76,7,12,5,4,13,56,13,7,11,82,6,4,10,2,6,6,29,9,13,46,14,10,12,50,60,9,33,11,9,11,10,8,10,42,5,13,48,17,32,5,29,4,9,49,39,45,6,14,10,12,5,8,26,52,12,20,8,86,50
2018-01-03,63,7,6,10,9,14,41,89,17,4,8,7,113,13,4,36,24,11,11,11,9,24,7,8,15,3,8,20,54,8,16,9,15,5,10,88,4,16,13,8,52,13,15,13,8,10,47,8,19,5,19,14,6,12,11,7,7,27,7,16,38,6,10,14,32,53,5,16,16,8,10,7,10,7,19,8,9,38,21,21,10,23,10,7,44,18,73,12,2,16,8,10,4,23,58,8,9,15,86,26
2018-01-04,55,4,9,6,5,2,35,47,5,20,6,5,87,0,2,23,14,7,5,7,5,29,5,7,7,8,5,4,38,4,7,4,5,8,3,71,3,6,5,15,54,5,8,8,6,6,31,11,7,3,14,10,2,6,8,8,3,19,7,9,22,4,4,4,18,30,11,9,8,14,13,8,4,2,20,9,2,25,15,13,2,22,9,8,34,16,36,10,5,10,11,5,3,12,35,7,5,2,57,29
2018-01-05,51,13,13,9,3,9,55,33,9,15,4,9,118,4,15,27,14,15,5,13,11,14,5,8,9,7,16,14,54,14,13,13,10,5,16,99,8,8,10,14,52,7,10,15,8,6,50,14,10,9,25,12,3,5,8,20,9,33,8,7,28,8,5,9,49,46,13,12,9,17,29,12,6,9,34,7,8,30,11,28,8,33,7,11,51,31,82,8,17,6,18,11,8,28,51,11,10,9,116,27
2018-01-06,68,9,10,7,6,2,30,122,10,8,4,3,91,4,8,21,18,10,5,11,12,16,1,3,3,1,8,8,20,5,4,5,7,4,8,75,5,4,7,2,46,5,9,12,6,10,31,6,13,10,7,4,7,9,1,1,6,17,6,1,18,8,12,4,16,28,2,5,5,7,8,8,4,2,17,5,4,28,7,19,3,18,9,9,39,14,22,7,15,5,6,11,8,13,39,11,12,4,41,18
2018-01-07,39,7,5,7,3,6,41,36,6,3,5,5,79,9,2,18,6,11,11,12,6,9,4,5,6,6,9,9,38,8,5,5,11,4,5,63,3,6,5,7,39,5,7,12,6,8,28,10,8,5,7,4,5,6,4,6,7,28,4,3,18,3,13,5,52,34,8,10,6,3,6,7,10,8,17,6,2,19,18,24,5,11,4,7,25,9,58,4,7,15,7,4,5,14,35,4,8,3,40,22
2018-01-08,87,10,6,6,4,1,28,107,12,10,16,9,117,9,9,28,26,18,11,16,12,9,9,7,6,5,8,10,51,8,8,23,13,9,8,99,5,9,11,6,47,5,5,15,9,8,34,9,14,9,14,4,5,19,15,23,13,33,13,9,33,2,11,5,40,41,9,12,7,12,11,7,8,4,25,4,6,53,15,24,3,22,7,13,50,10,29,8,9,15,8,6,7,33,35,22,8,5,61,36
2018-01-09,39,10,8,8,4,6,31,26,8,1,5,2,58,2,8,19,8,8,6,8,6,6,2,7,13,4,7,7,28,4,12,5,4,6,4,49,7,8,2,7,30,4,12,3,6,3,38,10,4,5,14,6,2,3,5,3,6,18,16,7,28,6,10,7,32,21,3,10,5,2,10,6,5,11,17,10,7,30,9,8,3,22,6,5,34,19,42,5,2,3,8,5,4,19,36,8,6,13,46,30
2018-01-10,57,16,6,11,6,7,36,43,14,3,5,11,77,6,1,12,10,7,4,12,5,3,3,9,11,16,2,10,37,5,6,4,12,2,7,59,4,9,7,6,26,7,11,4,10,14,29,6,8,3,15,3,4,7,2,6,3,17,8,6,25,4,6,10,43,27,6,12,9,8,10,7,4,1,7,4,7,30,14,17,5,17,2,2,38,8,71,5,5,4,8,4,9,18,31,10,4,8,53,11
2018-01-11,28,7,3,7,3,3,32,128,10,1,4,6,119,8,7,42,25,6,6,8,5,9,9,4,7,7,10,5,48,8,3,5,4,6,12,91,7,10,6,5,134,5,8,13,7,4,47,6,7,9,24,4,4,15,1,9,8,22,11,4,17,14,7,10,18,53,2,9,10,4,9,6,2,7,25,2,7,43,23,45,5,16,8,5,47,17,24,7,3,10,3,1,5,20,47,7,8,5,62,36
2018-01-12,26,4,4,9,4,3,12,28,7,4,3,2,44,1,8,18,9,9,2,6,0,5,5,6,7,3,7,2,28,1,5,5,5,6,7,39,6,1,4,4,62,3,3,11,5,4,17,4,4,3,5,2,5,10,6,2,6,19,6,5,25,0,3,5,10,23,8,6,2,3,5,5,1,2,7,3,5,23,10,14,8,16,5,2,23,8,32,6,1,5,4,2,4,6,32,5,2,6,41,24
